STUDY_ID,First_Author,Data_file_name,G_match_E,natural_env_type,GxE_sig,phylum_division,genus,species,gen_number,gen_number_knownenvs,phenotype,phenotype_unit,life_stage,exp_env_type,experimental_comparison,Experimental_environment,experimental_env_unit,natural_env,natural_env_unit,Study_ID_phenotype,Raw_data_available,Proportion,Mention CGV,Data_source,figure_Number,table_Number,Comments,Checked?
2224,Wetson,2224_Wetson_loss_after_transplant_4mo_Adur,G_match_E_DataShown,categorical,NA,Tracheophyta,Suaeda ,maritima,2,2,loss_after_transplant_4mo_Adur,proportion,ADULT,categorical,high vs low marsh tide,tide,NA,tide,NA,2224_loss_after_transplant_4mo_Adur,mean_SE,yes,no,Figure,Fig 1b extracted with graphgrabber into studyID_2224_Fig_graphgrabber (excel file),,,
2224,Wetson,2224_Wetson_shoot_height_transplant_2mo_Adur,G_match_E_DataShown,categorical,NA,Tracheophyta,Suaeda ,maritima,2,2,shoot_height_transplant_2mo_Adur,cm,ADULT,categorical,high vs low marsh tide,tide,NA,tide,NA,2224_shoot_height_transplant_2mo_Adur,mean_SE,no,no,Figure,Fig 2b extracted with graphgrabber into studyID_2224_Fig_graphgrabber (excel file),,,
2224,Wetson,2224_Wetson_shoot_height_transplant_4mo_Adur,G_match_E_DataShown,categorical,NA,Tracheophyta,Suaeda ,maritima,2,2,shoot_height_transplant_4mo_Adur,cm,ADULT,categorical,high vs low marsh tide,tide,NA,tide,NA,2224_shoot_height_transplant_4mo_Adur,mean_SE,no,no,Figure,Fig 2b extracted with graphgrabber into studyID_2224_Fig_graphgrabber (excel file),,,
2224,Wetson,2224_Wetson_shoot_height_Adur,G_match_E_DataShown,categorical,NA,Tracheophyta,Suaeda ,maritima,2,2,shoot_height_Adur,cm,ADULT,categorical,high vs low marsh tide,tide,NA,tide,NA,2224_shoot_height_Adur,mean_SE,no,no,Figure,Fig 3a extracted with graphgrabber into studyID_2224_Fig_graphgrabber (excel file),,,
2224,Wetson,2224_Wetson_longest_root_height_Adur,G_match_E_DataShown,categorical,NA,Tracheophyta,Suaeda ,maritima,2,2,longest_root_height_Adur,cm,ADULT,categorical,high vs low marsh tide,tide,NA,tide,NA,2224_longest_root_height_Adur,mean_SE,no,no,Figure,Fig 3a extracted with graphgrabber into studyID_2224_Fig_graphgrabber (excel file),,,
2224,Wetson,2224_Wetson_dry_weight_shoot_Adur,G_match_E_DataShown,categorical,NA,Tracheophyta,Suaeda ,maritima,2,2,dry_weight_shoot_Adur,g,ADULT,categorical,high vs low marsh tide,tide,NA,tide,NA,2224_dry_weight_shoot_Adur,mean_SE,no,no,Figure,Fig 3b extracted with graphgrabber into studyID_2224_Fig_graphgrabber (excel file),,,
2224,Wetson,2224_Wetson_dry_weight_root_Adur,G_match_E_DataShown,categorical,NA,Tracheophyta,Suaeda ,maritima,2,2,dry_weight_root_Adur,g,ADULT,categorical,high vs low marsh tide,tide,NA,tide,NA,2224_dry_weight_root_Adur,mean_SE,no,no,Figure,Fig 3b extracted with graphgrabber into studyID_2224_Fig_graphgrabber (excel file),,,
2224,Wetson,2224_Wetson_shoot_height_Cuckmere,G_match_E_DataShown,categorical,FALSE,Tracheophyta,Suaeda ,maritima,2,2,shoot_height_Cuckmere,cm,ADULT,categorical,high vs low marsh tide,tide,NA,tide,NA,2224_shoot_height_Cuckmere,mean_SE,no,no,Figure,Fig 4a extracted with graphgrabber into studyID_2224_Fig_graphgrabber (excel file),,,
2224,Wetson,2224_Wetson_longest_lateral_branch_Cuckmere,G_match_E_DataShown,categorical,FALSE,Tracheophyta,Suaeda ,maritima,2,2,longest_lateral_branch_Cuckmere,cm,ADULT,categorical,high vs low marsh tide,tide,NA,tide,NA,2224_longest_lateral_branch_Cuckmere,mean_SE,no,no,Figure,Fig 4a extracted with graphgrabber into studyID_2224_Fig_graphgrabber (excel file),,,
2224,Wetson,2224_Wetson_dry_weight_shoot_Cuckmere,G_match_E_DataShown,categorical,FALSE,Tracheophyta,Suaeda ,maritima,2,2,dry_weight_shoot_Cuckmere,g,ADULT,categorical,high vs low marsh tide,tide,NA,tide,NA,2224_dry_weight_shoot_Cuckmere,mean_SE,no,no,Figure,Fig 4b extracted with graphgrabber into studyID_2224_Fig_graphgrabber (excel file),,,
2224,Wetson,2224_Wetson_shoot_Na_Cuckmere,G_match_E_DataShown,categorical,FALSE,Tracheophyta,Suaeda ,maritima,2,2,shoot_Na_Cuckmere,micromol per mg,ADULT,categorical,high vs low marsh tide,tide,NA,tide,NA,2224_shoot_Na_Cuckmere,mean_SE,no,no,Figure,Fig 5a extracted with graphgrabber into studyID_2224_Fig_graphgrabber (excel file),,,
2224,Wetson,2224_Wetson_shoot_Cl_Cuckmere,G_match_E_DataShown,categorical,FALSE,Tracheophyta,Suaeda ,maritima,2,2,shoot_Cl_Cuckmere,micromol per mg,ADULT,categorical,high vs low marsh tide,tide,NA,tide,NA,2224_shoot_Cl_Cuckmere,mean_SE,no,no,Figure,Fig 5b extracted with graphgrabber into studyID_2224_Fig_graphgrabber (excel file),,,
2224,Wetson,2224_Wetson_shoot_K_Cuckmere,G_match_E_DataShown,categorical,FALSE,Tracheophyta,Suaeda ,maritima,2,2,shoot_K_Cuckmere,micromol per mg,ADULT,categorical,high vs low marsh tide,tide,NA,tide,NA,2224_shoot_K_Cuckmere,mean_SE,no,no,Figure,Fig 5c extracted with graphgrabber into studyID_2224_Fig_graphgrabber (excel file),,,
1904,Firman,1904_Firman_bulbourethral_gland_weight,G_match_E_DataShown,categorical,NA,Chordata,Mus ,musculus,2,2,bulbourethral_gland_weight,mg,ADULT,categorical,presence vs absence competition,competition,NA,competition,NA,1904_bulbourethral_gland_weight,raw data,no,no,Table,,studyID_1904_Island risk experiment (excel file),,
1904,Firman,1904_Firman_prostate_gland_weight,G_match_E_DataShown,categorical,NA,Chordata,Mus ,musculus,2,2,prostate_gland_weight,mg,ADULT,categorical,presence vs absence competition,competition,NA,competition,NA,1904_prostate_gland_weight,raw data,no,no,Table,,studyID_1904_Island risk experiment (excel file),,
1904,Firman,1904_Firman_seminal_vesicle_weight,G_match_E_DataShown,categorical,NA,Chordata,Mus ,musculus,2,2,seminal_vesicle_weight,mg,ADULT,categorical,presence vs absence competition,competition,NA,competition,NA,1904_seminal_vesicle_weight,raw data,no,no,Table,,studyID_1904_Island risk experiment (excel file),,
1904,Firman,1904_Firman_coagulating_gland,G_match_E_DataShown,categorical,NA,Chordata,Mus ,musculus,2,2,coagulating_gland,mg,ADULT,categorical,presence vs absence competition,competition,NA,competition,NA,1904_coagulating_gland,raw data,no,no,Table,,studyID_1904_Island risk experiment (excel file),,
326,Hamala,326_Hamala_survival_2015,G_match_E_DataShown,continuous,NA,Tracheophyta,Arabidopsis ,lyrata,10,2,survival_2015,proportion,ADULT,continuous,high vs low altitude,altitude,altitude,altitude,altitude,326_survival_2015,raw data,yes,no,Table,,studyID_lowandhighcombined (excel file that I created by merging two files from authors),"326_there are 10 genotypes in total in this study, but the transplant was done to 2 (out of the 10) sites, so I'm only including two of the genotypes in the extraction; altitude is known for all genotypes and RTE sites (continuous) but I'm categorizing into low and high in the extraction sheets.",
326,Hamala,326_Hamala_flowering_propensity_2015,G_match_E_DataShown,continuous,NA,Tracheophyta,Arabidopsis ,lyrata,10,2,flowering_propensity_2015,proportion,ADULT,continuous,high vs low altitude,altitude,altitude,altitude,altitude,326_flowering_propensity_2015,raw data,yes,no,Table,,studyID_lowandhighcombined (excel file that I created by merging two files from authors),,
326,Hamala,326_Hamala_fruit_production_2015,G_match_E_DataShown,continuous,NA,Tracheophyta,Arabidopsis ,lyrata,10,2,fruit_production_2015,count,ADULT,continuous,high vs low altitude,altitude,altitude,altitude,altitude,326_fruit_production_2015,raw data,no,no,Table,,studyID_lowandhighcombined (excel file that I created by merging two files from authors),,
326,Hamala,326_Hamala_flowering_startdate_2015,G_match_E_DataShown,continuous,NA,Tracheophyta,Arabidopsis ,lyrata,10,2,flowering_startdate_2015,julian date,ADULT,continuous,high vs low altitude,altitude,altitude,altitude,altitude,326_flowering_startdate_2015,raw data,no,no,Table,,studyID_lowandhighcombined (excel file that I created by merging two files from authors),,
326,Hamala,326_Hamala_survival_2016,G_match_E_DataShown,continuous,NA,Tracheophyta,Arabidopsis ,lyrata,10,2,survival_2016,proportion,ADULT,continuous,high vs low altitude,altitude,altitude,altitude,altitude,326_survival_2016,raw data,yes,no,Table,,studyID_lowandhighcombined (excel file that I created by merging two files from authors),,
326,Hamala,326_Hamala_flowering_propensity_2016,G_match_E_DataShown,continuous,NA,Tracheophyta,Arabidopsis ,lyrata,10,2,flowering_propensity_2016,proportion,ADULT,continuous,high vs low altitude,altitude,altitude,altitude,altitude,326_flowering_propensity_2016,raw data,yes,no,Table,,studyID_lowandhighcombined (excel file that I created by merging two files from authors),,
326,Hamala,326_Hamala_fruit_production_2016,G_match_E_DataShown,continuous,NA,Tracheophyta,Arabidopsis ,lyrata,10,2,fruit_production_2016,count,ADULT,continuous,high vs low altitude,altitude,altitude,altitude,altitude,326_fruit_production_2016,raw data,no,no,Table,,studyID_lowandhighcombined (excel file that I created by merging two files from authors),,
326,Hamala,326_Hamala_flowering_startdate_2016,G_match_E_DataShown,continuous,NA,Tracheophyta,Arabidopsis ,lyrata,10,2,flowering_startdate_2016,julian date,ADULT,continuous,high vs low altitude,altitude,altitude,altitude,altitude,326_flowering_startdate_2016,raw data,no,no,Table,,studyID_lowandhighcombined (excel file that I created by merging two files from authors),,
326,Hamala,326_Hamala_survival_2017,G_match_E_DataShown,continuous,NA,Tracheophyta,Arabidopsis ,lyrata,10,2,survival_2017,proportion,ADULT,continuous,high vs low altitude,altitude,altitude,altitude,altitude,326_survival_2017,raw data,yes,no,Table,,studyID_lowandhighcombined (excel file that I created by merging two files from authors),,
326,Hamala,326_Hamala_flowering_propensity_2017,G_match_E_DataShown,continuous,NA,Tracheophyta,Arabidopsis ,lyrata,10,2,flowering_propensity_2017,proportion,ADULT,continuous,high vs low altitude,altitude,altitude,altitude,altitude,326_flowering_propensity_2017,raw data,yes,no,Table,,studyID_lowandhighcombined (excel file that I created by merging two files from authors),,
326,Hamala,326_Hamala_fruit_production_2017,G_match_E_DataShown,continuous,NA,Tracheophyta,Arabidopsis ,lyrata,10,2,fruit_production_2017,count,ADULT,continuous,high vs low altitude,altitude,altitude,altitude,altitude,326_fruit_production_2017,raw data,no,no,Table,,studyID_lowandhighcombined (excel file that I created by merging two files from authors),,
326,Hamala,326_Hamala_flowering_startdate_2017,G_match_E_DataShown,continuous,NA,Tracheophyta,Arabidopsis ,lyrata,10,2,flowering_startdate_2017,julian date,ADULT,continuous,high vs low altitude,altitude,altitude,altitude,altitude,326_flowering_startdate_2017,raw data,no,no,Table,,studyID_lowandhighcombined (excel file that I created by merging two files from authors),,
391,Refsnider,391_Refsnider_time_buried,G_match_E_DataShown,continuous,NA,Chordata,Phrynosoma ,hernandesi,4,4,time_buried,proportion,ADULT,continuous,high vs low elevation,elevation,m,elevation,m,391_time_buried,raw data,yes,no,Table,,studyID_lizard_light_data_better_bins (excel file),391_I had to calculate proportions from raw data; elevation is known for all the two genotypes and RTE sites (continuous) but I'm categorizing into low and high in the extraction sheets.,
391,Refsnider,391_Refsnider_time_sheltered,G_match_E_DataShown,continuous,NA,Chordata,Phrynosoma ,hernandesi,4,4,time_sheltered,proportion,ADULT,continuous,high vs low elevation,elevation,m,elevation,m,391_time_sheltered,raw data,yes,no,Table,,studyID_lizard_light_data_better_bins (excel file),,
391,Refsnider,391_Refsnider_time_shade,G_match_E_DataShown,continuous,NA,Chordata,Phrynosoma ,hernandesi,4,4,time_shade,proportion,ADULT,continuous,high vs low elevation,elevation,m,elevation,m,391_time_shade,raw data,yes,no,Table,,studyID_lizard_light_data_better_bins (excel file),,
391,Refsnider,391_Refsnider_time_pt_shade,G_match_E_DataShown,continuous,NA,Chordata,Phrynosoma ,hernandesi,4,4,time_pt_shade,proportion,ADULT,continuous,high vs low elevation,elevation,m,elevation,m,391_time_pt_shade,raw data,yes,no,Table,,studyID_lizard_light_data_better_bins (excel file),,
391,Refsnider,391_Refsnider_time_pt_sun,G_match_E_DataShown,continuous,NA,Chordata,Phrynosoma ,hernandesi,4,4,time_pt_sun,proportion,ADULT,continuous,high vs low elevation,elevation,m,elevation,m,391_time_pt_sun,raw data,yes,no,Table,,studyID_lizard_light_data_better_bins (excel file),,
391,Refsnider,391_Refsnider_time_sun,G_match_E_DataShown,continuous,NA,Chordata,Phrynosoma ,hernandesi,4,4,time_sun,proportion,ADULT,continuous,high vs low elevation,elevation,m,elevation,m,391_time_sun,raw data,yes,no,Table,,studyID_lizard_light_data_better_bins (excel file),,
560,Gibbin,560_Gibbin_F3_develop_rate,G_match_E_DataShown,continuous,NA,Annelida,Ophryotrocha ,labronica,2,2,F3_develop_rate,d,JUVENILE,continuous,acidification andor warming,pH and temperature,unitless and oC,pH and temperature,unitless and oC,560_F3_develop_rate,mean_SE,no,no,Table,,Tables S1_S3_studyID_560_41598_2017_17554_MOESM1_ESM (pdf file),"560_this is a lab-based study, 4 genotypes were acclimated to 4 climate scenarios (control, acidification, warming and acidification+warming), then F3, F4 and F5 generations were reciprocally transplanted between control and one of the treatments (c vs warming, c vs acidification, c vs combined; i.e., not full factorial).",
560,Gibbin,560_Gibbin_F3_survival_sexualmaturity,G_match_E_DataShown,continuous,NA,Annelida,Ophryotrocha ,labronica,2,2,F3_survival_sexualmaturity,proportion,JUVENILE,continuous,acidification andor warming,pH and temperature,unitless and oC,pH and temperature,unitless and oC,560_F3_survival_sexualmaturity,mean_SE,yes,no,Table,,Tables S1_S3_studyID_560_41598_2017_17554_MOESM1_ESM (pdf file),,
560,Gibbin,560_Gibbin_F3_reproductive_bodysize,G_match_E_DataShown,continuous,NA,Annelida,Ophryotrocha ,labronica,2,2,F3_reproductive_bodysize,count,ADULT,continuous,acidification andor warming,pH and temperature,unitless and oC,pH and temperature,unitless and oC,560_F3_reproductive_bodysize,mean_SE,no,no,Table,,Tables S1_S3_studyID_560_41598_2017_17554_MOESM1_ESM (pdf file),,
560,Gibbin,560_Gibbin_F3_number_eggs,G_match_E_DataShown,continuous,NA,Annelida,Ophryotrocha ,labronica,2,2,F3_number_eggs,count,SEEDorEGG,continuous,acidification andor warming,pH and temperature,unitless and oC,pH and temperature,unitless and oC,560_F3_number_eggs,mean_SE,no,no,Table,,Tables S1_S3_studyID_560_41598_2017_17554_MOESM1_ESM (pdf file),,
560,Gibbin,560_Gibbin_F4_develop_rate,G_match_E_DataShown,continuous,NA,Annelida,Ophryotrocha ,labronica,2,2,F4_develop_rate,d,JUVENILE,continuous,acidification andor warming,pH and temperature,unitless and oC,pH and temperature,unitless and oC,560_F4_develop_rate,mean_SE,no,no,Table,,Tables S1_S3_studyID_560_41598_2017_17554_MOESM1_ESM (pdf file),,
560,Gibbin,560_Gibbin_F4_survival_sexualmaturity,G_match_E_DataShown,continuous,NA,Annelida,Ophryotrocha ,labronica,2,2,F4_survival_sexualmaturity,proportion,JUVENILE,continuous,acidification andor warming,pH and temperature,unitless and oC,pH and temperature,unitless and oC,560_F4_survival_sexualmaturity,mean_SE,yes,no,Table,,Tables S1_S3_studyID_560_41598_2017_17554_MOESM1_ESM (pdf file),,
560,Gibbin,560_Gibbin_F4_reproductive_bodysize,G_match_E_DataShown,continuous,NA,Annelida,Ophryotrocha ,labronica,2,2,F4_reproductive_bodysize,count,ADULT,continuous,acidification andor warming,pH and temperature,unitless and oC,pH and temperature,unitless and oC,560_F4_reproductive_bodysize,mean_SE,no,no,Table,,Tables S1_S3_studyID_560_41598_2017_17554_MOESM1_ESM (pdf file),,
560,Gibbin,560_Gibbin_F4_number_eggs,G_match_E_DataShown,continuous,NA,Annelida,Ophryotrocha ,labronica,2,2,F4_number_eggs,count,SEEDorEGG,continuous,acidification andor warming,pH and temperature,unitless and oC,pH and temperature,unitless and oC,560_F4_number_eggs,mean_SE,no,no,Table,,Tables S1_S3_studyID_560_41598_2017_17554_MOESM1_ESM (pdf file),,
560,Gibbin,560_Gibbin_F5_develop_rate,G_match_E_DataShown,continuous,NA,Annelida,Ophryotrocha ,labronica,2,2,F5_develop_rate,d,JUVENILE,continuous,acidification andor warming,pH and temperature,unitless and oC,pH and temperature,unitless and oC,560_F5_develop_rate,mean_SE,no,no,Table,,Tables S1_S3_studyID_560_41598_2017_17554_MOESM1_ESM (pdf file),,
560,Gibbin,560_Gibbin_F5_survival_sexualmaturity,G_match_E_DataShown,continuous,NA,Annelida,Ophryotrocha ,labronica,2,2,F5_survival_sexualmaturity,proportion,JUVENILE,continuous,acidification andor warming,pH and temperature,unitless and oC,pH and temperature,unitless and oC,560_F5_survival_sexualmaturity,mean_SE,yes,no,Table,,Tables S1_S3_studyID_560_41598_2017_17554_MOESM1_ESM (pdf file),,
560,Gibbin,560_Gibbin_F5_reproductive_bodysize,G_match_E_DataShown,continuous,NA,Annelida,Ophryotrocha ,labronica,2,2,F5_reproductive_bodysize,count,ADULT,continuous,acidification andor warming,pH and temperature,unitless and oC,pH and temperature,unitless and oC,560_F5_reproductive_bodysize,mean_SE,no,no,Table,,Tables S1_S3_studyID_560_41598_2017_17554_MOESM1_ESM (pdf file),,
560,Gibbin,560_Gibbin_F5_number_eggs,G_match_E_DataShown,continuous,NA,Annelida,Ophryotrocha ,labronica,2,2,F5_number_eggs,count,SEEDorEGG,continuous,acidification andor warming,pH and temperature,unitless and oC,pH and temperature,unitless and oC,560_F5_number_eggs,mean_SE,no,no,Table,,Tables S1_S3_studyID_560_41598_2017_17554_MOESM1_ESM (pdf file),,
882,Hughes,882_Hughes_mass,G_match_E_DataShown,categorical,NA,Mollusca,Crassostrea ,virginica,6,6,mass,g,ADULT,categorical,home vs away,NA,NA,NA,NA,882_mass,raw data,no,yes,Table,,studyID_882_oyster_condition (excel file),,
882,Hughes,882_Hughes_length,G_match_E_DataShown,categorical,NA,Mollusca,Crassostrea ,virginica,6,6,length,mm,ADULT,categorical,home vs away,NA,NA,NA,NA,882_length,raw data,no,yes,Table,,studyID_882_oyster_condition (excel file),,
882,Hughes,882_Hughes_width,G_match_E_DataShown,categorical,NA,Mollusca,Crassostrea ,virginica,6,6,width,mm,ADULT,categorical,home vs away,NA,NA,NA,NA,882_width,raw data,no,yes,Table,,studyID_882_oyster_condition (excel file),,
882,Hughes,882_Hughes_tissue_shell_area,G_match_E_DataShown,categorical,NA,Mollusca,Crassostrea ,virginica,6,6,tissue_shell_area,g per sq mm,ADULT,categorical,home vs away,NA,NA,NA,NA,882_tissue_shell_area,raw data,no,yes,Table,,studyID_882_oyster_condition (excel file),,
882,Hughes,882_Hughes_tissue_shell_length,G_match_E_DataShown,categorical,NA,Mollusca,Crassostrea ,virginica,6,6,tissue_shell_length,g per cubic mm,ADULT,categorical,home vs away,NA,NA,NA,NA,882_tissue_shell_length,raw data,no,yes,Table,,studyID_882_oyster_condition (excel file),,
945,Lucey,945_Lucey_F2_survival,G_match_E_DataShown,continuous,FALSE,Annelida,Simplaria,sp,3,2,F2_survival,proportion,ADULT,continuous,low vs ambient,pH,unitless,pH,unitless,945_F2_survival,raw data,yes,no,Table,,studyID_945_Lucey_etal_EvoApp_2016_trait-response (excel file),"945_""F3_presence"" was matched to ""reproductive output"" and ""living_individuals_pluseggs"" was matched to ""population growth"" in table 4 (used in GxE sig here).",
945,Lucey,945_Lucey_F2_maturation,G_match_E_DataShown,continuous,FALSE,Annelida,Simplaria,sp,3,2,F2_maturation,proportion,ADULT,continuous,low vs ambient,pH,unitless,pH,unitless,945_F2_maturation,raw data,yes,no,Table,,studyID_945_Lucey_etal_EvoApp_2016_trait-response (excel file),,
945,Lucey,945_Lucey_F2_tube_growth,G_match_E_DataShown,continuous,FALSE,Annelida,Simplaria,sp,3,2,F2_tube_growth,sq mm,ADULT,continuous,low vs ambient,pH,unitless,pH,unitless,945_F2_tube_growth,raw data,no,no,Table,,studyID_945_Lucey_etal_EvoApp_2016_trait-response (excel file),,
945,Lucey,945_Lucey_F2_dissolution,G_match_E_DataShown,continuous,NA,Annelida,Simplaria,sp,3,2,F2_dissolution,proportion,ADULT,continuous,low vs ambient,pH,unitless,pH,unitless,945_F2_dissolution,raw data,yes,no,Table,,studyID_945_Lucey_etal_EvoApp_2016_trait-response (excel file),,
945,Lucey,945_Lucey_F3_presence,G_match_E_DataShown,continuous,FALSE,Annelida,Simplaria,sp,3,2,F3_presence,count,JUVENILE,continuous,low vs ambient,pH,unitless,pH,unitless,945_F3_presence,raw data,no,no,Table,,studyID_945_Lucey_etal_EvoApp_2016_trait-response (excel file),,
945,Lucey,945_Lucey_living_individuals_pluseggs,G_match_E_DataShown,continuous,FALSE,Annelida,Simplaria,sp,3,2,living_individuals_pluseggs,count,NA,continuous,low vs ambient,pH,unitless,pH,unitless,945_living_individuals_pluseggs,raw data,no,no,Table,,studyID_945_Lucey_etal_EvoApp_2016_trait-response (excel file),,
751,Osores,751_Osores_growth _rate,G_match_E_DataShown,continuous,FALSE,Mollusca,Mytilus ,chilensis,2,2,growth _rate,mm per d,JUVENILE,continuous,estuarine vs coastal waters,salinity,psu,salinity,psu,751_growth _rate,,,,,,,,
751,Osores,751_Osores_calcification_rate,G_match_E_DataShown,continuous,FALSE,Mollusca,Mytilus ,chilensis,2,2,calcification_rate,microg per d,JUVENILE,continuous,estuarine vs coastal waters,salinity,psu,salinity,psu,751_calcification_rate,,,,,,,,
751,Osores,751_Osores_clearance_rate,G_match_E_DataShown,continuous,FALSE,Mollusca,Mytilus ,chilensis,2,2,clearance_rate,mL per ind per h,JUVENILE,continuous,estuarine vs coastal waters,salinity,psu,salinity,psu,751_clearance_rate,,,,,,,,
751,Osores,751_Osores_ingestion_rate,G_match_E_DataShown,continuous,FALSE,Mollusca,Mytilus ,chilensis,2,2,ingestion_rate,microg chla per ind per h,JUVENILE,continuous,estuarine vs coastal waters,salinity,psu,salinity,psu,751_ingestion_rate,,,,,,,,
751,Osores,751_Osores_metabolic_rate,G_match_E_DataShown,continuous,FALSE,Mollusca,Mytilus ,chilensis,2,2,metabolic_rate,mgO2 per g per h,JUVENILE,continuous,estuarine vs coastal waters,salinity,psu,salinity,psu,751_metabolic_rate,,,,,,,,
821,Dattolo,821_Dattolo_shoot_size,G_match_E_DataShown,categorical,NA,Tracheophyta,Posidonia ,oceanica,6,2,shoot_size,sq cm per shoot,NA,continuous,shallow vs deep light levels,light availability,micromol q per m per s,light availability,NA,821_shoot_size,,,,,,,,
821,Dattolo,821_Dattolo_leaves_per_shoot,G_match_E_DataShown,categorical,NA,Tracheophyta,Posidonia ,oceanica,6,2,leaves_per_shoot,count,NA,continuous,shallow vs deep light levels,light availability,micromol q per m per s,light availability,NA,821_leaves_per_shoot,,,,,,,,
821,Dattolo,821_Dattolo_senescent_leaf_surface,G_match_E_DataShown,categorical,NA,Tracheophyta,Posidonia ,oceanica,6,2,senescent_leaf_surface,sq cm per shoot,NA,continuous,shallow vs deep light levels,light availability,micromol q per m per s,light availability,NA,821_senescent_leaf_surface,,,,,,,,
821,Dattolo,821_Dattolo_new_leaves_production,G_match_E_DataShown,categorical,NA,Tracheophyta,Posidonia ,oceanica,6,2,new_leaves_production,d,NA,continuous,shallow vs deep light levels,light availability,micromol q per m per s,light availability,NA,821_new_leaves_production,,,,,,,,
821,Dattolo,821_Dattolo_leaf_growth,G_match_E_DataShown,categorical,NA,Tracheophyta,Posidonia ,oceanica,6,2,leaf_growth,sq cm per shoot per d,NA,continuous,shallow vs deep light levels,light availability,micromol q per m per s,light availability,NA,821_leaf_growth,,,,,,,,
821,Dattolo,821_Dattolo_leaf_starch,G_match_E_DataShown,categorical,NA,Tracheophyta,Posidonia ,oceanica,6,2,leaf_starch,percentage,NA,continuous,shallow vs deep light levels,light availability,micromol q per m per s,light availability,NA,821_leaf_starch,mean_SE,no,yes,Figure,Fig 4a extracted with graphgrabber into studyID_751_Fig4_graphgrabber (excel file),,"751_There are multiple data characterizing each native/exp sites (salinity, pH, temperature, alkalinity) the most important seems to be salinity; sample size data in supplemental material",
821,Dattolo,821_Dattolo_leaf_sol_sugar,G_match_E_DataShown,categorical,NA,Tracheophyta,Posidonia ,oceanica,6,2,leaf_sol_sugar,percentage,NA,continuous,shallow vs deep light levels,light availability,micromol q per m per s,light availability,NA,821_leaf_sol_sugar,mean_SE,no,yes,Figure,Fig 4b extracted with graphgrabber into studyID_751_Fig4_graphgrabber (excel file),,,
821,Dattolo,821_Dattolo_rhizome_starch,G_match_E_DataShown,categorical,NA,Tracheophyta,Posidonia ,oceanica,6,2,rhizome_starch,percentage,NA,continuous,shallow vs deep light levels,light availability,micromol q per m per s,light availability,NA,821_rhizome_starch,mean_SE,no,yes,Figure,Fig 4c extracted with graphgrabber into studyID_751_Fig4_graphgrabber (excel file),,,
821,Dattolo,821_Dattolo_rhizome_sol_sugar,G_match_E_DataShown,categorical,NA,Tracheophyta,Posidonia ,oceanica,6,2,rhizome_sol_sugar,percentage,NA,continuous,shallow vs deep light levels,light availability,micromol q per m per s,light availability,NA,821_rhizome_sol_sugar,mean_SE,no,yes,Figure,Fig 4d extracted with graphgrabber into studyID_751_Fig4_graphgrabber (excel file),,,
49,Bakhtiari,49_Bakhtiari_aboveground_biomass,G_match_E_DataShown,continuous,FALSE,Tracheophyta,Cardamine ,pratensis,4,4,aboveground_biomass,g,ADULT,continuous,high vs low elevation,elevation,m,elevation,m,49_aboveground_biomass,mean_SE,no,yes,Figure,Fig 4e extracted with graphgrabber into studyID_751_Fig4_graphgrabber (excel file),,,
49,Bakhtiari,49_Bakhtiari_herbivore_growth,G_match_E_DataShown,continuous,FALSE,Tracheophyta,Cardamine ,pratensis,4,4,herbivore_growth,mg,LARVAL,continuous,high vs low elevation,elevation,m,elevation,m,49_herbivore_growth,mean_SE,no,no,Table,,Table 2 in main text,812_sample size is given in a generic comment in the paper; I selected measurements that I was fairly sure that I could get sample sizes for and left out others.,
49,Bakhtiari,49_Bakhtiari_glucoputranjivin,G_match_E_DataShown,continuous,NA,Tracheophyta,Cardamine ,pratensis,4,4,glucoputranjivin,microg per mg,ADULT,continuous,high vs low elevation,elevation,m,elevation,m,49_glucoputranjivin,mean_SE,no,no,Table,,Table 2 in main text,,
49,Bakhtiari,49_Bakhtiari_butyl_glucosinolate,G_match_E_DataShown,continuous,NA,Tracheophyta,Cardamine ,pratensis,4,4,butyl_glucosinolate,microg per mg,ADULT,continuous,high vs low elevation,elevation,m,elevation,m,49_butyl_glucosinolate,mean_SE,no,no,Table,,Table 2 in main text,,
49,Bakhtiari,49_Bakhtiari_glucobrassicin,G_match_E_DataShown,continuous,NA,Tracheophyta,Cardamine ,pratensis,4,4,glucobrassicin,microg per mg,ADULT,continuous,high vs low elevation,elevation,m,elevation,m,49_glucobrassicin,mean_SE,no,no,Table,,Table 2 in main text,,
49,Bakhtiari,49_Bakhtiari_hydroxyglucobrassicin,G_match_E_DataShown,continuous,NA,Tracheophyta,Cardamine ,pratensis,4,4,hydroxyglucobrassicin,microg per mg,ADULT,continuous,high vs low elevation,elevation,m,elevation,m,49_hydroxyglucobrassicin,mean_SE,yes,no,Table,,Table 2 in main text,,
49,Bakhtiari,49_Bakhtiari_methoxyglucobrassicin,G_match_E_DataShown,continuous,NA,Tracheophyta,Cardamine ,pratensis,4,4,methoxyglucobrassicin,microg per mg,ADULT,continuous,high vs low elevation,elevation,m,elevation,m,49_methoxyglucobrassicin,mean_SE,yes,no,Table,,Table 1 in main text,,
49,Bakhtiari,49_Bakhtiari_sinalbin,G_match_E_DataShown,continuous,NA,Tracheophyta,Cardamine ,pratensis,4,4,sinalbin,microg per mg,ADULT,continuous,high vs low elevation,elevation,m,elevation,m,49_sinalbin,mean_SE,yes,no,Table,,Table 1 in main text,,
